1 [1, 67, 0, 0, 0, 0, 0, 0]
14 [1, 106700, 123700, 2, 1016, 1, -104668, 0]
15 [1, 106700, 123700, 2, 1016, 1, -104668, 0]
17 [1, 106700, 123700, 2, 1017, 1, -104668, 0]
18 [1, 106700, 123700, 2, 1017, 1, 1017, 0]
19 [1, 106700, 123700, 2, 1017, 1, -105683, 0]
20 [1, 106700, 123700, 2, 1017, 1, -105683, 0]
12 [1, 106700, 123700, 2, 1017, 1, 2, 0]
13 [1, 106700, 123700, 2, 1017, 1, 2034, 0]
14 [1, 106700, 123700, 2, 1017, 1, -104666, 0]
15 [1, 106700, 123700, 2, 1017, 1, -104666, 0]
17 [1, 106700, 123700, 2, 1018, 1, -104666, 0]
18 [1, 106700, 123700, 2, 1018, 1, 1018, 0]
19 [1, 106700, 123700, 2, 1018, 1, -105682, 0]
20 [1, 106700, 123700, 2, 1018, 1, -105682, 0]
12 [1, 106700, 123700, 2, 1018, 1, 2, 0]
13 [1, 106700, 123700, 2, 1018, 1, 2036, 0]
14 [1, 106700, 123700, 2, 1018, 1, -104664, 0]
15 [1, 106700, 123700, 2, 1018, 1, -104664, 0]
17 [1, 106700, 123700, 2, 1019, 1, -104664, 0]
18 [1, 106700, 123700, 2, 1019, 1, 1019, 0]
19 [1, 106700, 123700, 2, 1019, 1, -105681, 0]
20 [1, 106700, 123700, 2, 1019, 1, -105681, 0]
12 [1, 106700, 123700, 2, 1019, 1, 2, 0]
13 [1, 106700, 123700, 2, 1019, 1, 2038, 0]
14 [1, 106700, 123700, 2, 1019, 1, -104662, 0]
15 [1, 106700, 123700, 2, 1019, 1, -104662, 0]
17 [1, 106700, 123700, 2, 1020, 1, -104662, 0]
18 [1, 106700, 123700, 2, 1020, 1, 1020, 0]
19 [1, 106700, 123700, 2, 1020, 1, -105680, 0]
20 [1, 106700, 123700, 2, 1020, 1, -105680, 0]
12 [1, 106700, 123700, 2, 1020, 1, 2, 0]
13 [1, 106700, 123700, 2, 1020, 1, 2040, 0]
14 [1, 106700, 123700, 2, 1020, 1, -104660, 0]
15 [1, 106700, 123700, 2, 1020, 1, -104660, 0]
17 [1, 106700, 123700, 2, 1021, 1, -104660, 0]
18 [1, 106700, 123700, 2, 1021, 1, 1021, 0]
19 [1, 106700, 123700, 2, 1021, 1, -105679, 0]
20 [1, 106700, 123700, 2, 1021, 1, -105679, 0]
12 [1, 106700, 123700, 2, 1021, 1, 2, 0]
13 [1, 106700, 123700, 2, 1021, 1, 2042, 0]
14 [1, 106700, 123700, 2, 1021, 1, -104658, 0]
15 [1, 106700, 123700, 2, 1021, 1, -104658, 0]
17 [1, 106700, 123700, 2, 1022, 1, -104658, 0]
18 [1, 106700, 123700, 2, 1022, 1, 1022, 0]
19 [1, 106700, 123700, 2, 1022, 1, -105678, 0]
20 [1, 106700, 123700, 2, 1022, 1, -105678, 0]
12 [1, 106700, 123700, 2, 1022, 1, 2, 0]
13 [1, 106700, 123700, 2, 1022, 1, 2044, 0]
14 [1, 106700, 123700, 2, 1022, 1, -104656, 0]
15 [1, 106700, 123700, 2, 1022, 1, -104656, 0]
17 [1, 106700, 123700, 2, 1023, 1, -104656, 0]
18 [1, 106700, 123700, 2, 1023, 1, 1023, 0]
19 [1, 106700, 123700, 2, 1023, 1, -105677, 0]
20 [1, 106700, 123700, 2, 1023, 1, -105677, 0]
12 [1, 106700, 123700, 2, 1023, 1, 2, 0]
13 [1, 106700, 123700, 2, 1023, 1, 2046, 0]
14 [1, 106700, 123700, 2, 1023, 1, -104654, 0]
15 [1, 106700, 123700, 2, 1023, 1, -104654, 0]
17 [1, 106700, 123700, 2, 1024, 1, -104654, 0]
18 [1, 106700, 123700, 2, 1024, 1, 1024, 0]
19 [1, 106700, 123700, 2, 1024, 1, -105676, 0]
20 [1, 106700, 123700, 2, 1024, 1, -105676, 0]
12 [1, 106700, 123700, 2, 1024, 1, 2, 0]
13 [1, 106700, 123700, 2, 1024, 1, 2048, 0]
14 [1, 106700, 123700, 2, 1024, 1, -104652, 0]
15 [1, 106700, 123700, 2, 1024, 1, -104652, 0]
17 [1, 106700, 123700, 2, 1025, 1, -104652, 0]
18 [1, 106700, 123700, 2, 1025, 1, 1025, 0]
19 [1, 106700, 123700, 2, 1025, 1, -105675, 0]
20 [1, 106700, 123700, 2, 1025, 1, -105675, 0]
12 [1, 106700, 123700, 2, 1025, 1, 2, 0]
13 [1, 106700, 123700, 2, 1025, 1, 2050, 0]
14 [1, 106700, 123700, 2, 1025, 1, -104650, 0]
15 [1, 106700, 123700, 2, 1025, 1, -104650, 0]
17 [1, 106700, 123700, 2, 1026, 1, -104650, 0]
18 [1, 106700, 123700, 2, 1026, 1, 1026, 0]
19 [1, 106700, 123700, 2, 1026, 1, -105674, 0]
20 [1, 106700, 123700, 2, 1026, 1, -105674, 0]
12 [1, 106700, 123700, 2, 1026, 1, 2, 0]
13 [1, 106700, 123700, 2, 1026, 1, 2052, 0]
14 [1, 106700, 123700, 2, 1026, 1, -104648, 0]
15 [1, 106700, 123700, 2, 1026, 1, -104648, 0]
17 [1, 106700, 123700, 2, 1027, 1, -104648, 0]
18 [1, 106700, 123700, 2, 1027, 1, 1027, 0]
19 [1, 106700, 123700, 2, 1027, 1, -105673, 0]
20 [1, 106700, 123700, 2, 1027, 1, -105673, 0]
12 [1, 106700, 123700, 2, 1027, 1, 2, 0]
13 [1, 106700, 123700, 2, 1027, 1, 2054, 0]
14 [1, 106700, 123700, 2, 1027, 1, -104646, 0]
15 [1, 106700, 123700, 2, 1027, 1, -104646, 0]
17 [1, 106700, 123700, 2, 1028, 1, -104646, 0]
18 [1, 106700, 123700, 2, 1028, 1, 1028, 0]
19 [1, 106700, 123700, 2, 1028, 1, -105672, 0]
20 [1, 106700, 123700, 2, 1028, 1, -105672, 0]
12 [1, 106700, 123700, 2, 1028, 1, 2, 0]
13 [1, 106700, 123700, 2, 1028, 1, 2056, 0]
14 [1, 106700, 123700, 2, 1028, 1, -104644, 0]
15 [1, 106700, 123700, 2, 1028, 1, -104644, 0]
17 [1, 106700, 123700, 2, 1029, 1, -104644, 0]
18 [1, 106700, 123700, 2, 1029, 1, 1029, 0]
19 [1, 106700, 123700, 2, 1029, 1, -105671, 0]
20 [1, 106700, 123700, 2, 1029, 1, -105671, 0]
12 [1, 106700, 123700, 2, 1029, 1, 2, 0]
13 [1, 106700, 123700, 2, 1029, 1, 2058, 0]
14 [1, 106700, 123700, 2, 1029, 1, -104642, 0]
15 [1, 106700, 123700, 2, 1029, 1, -104642, 0]
17 [1, 106700, 123700, 2, 1030, 1, -104642, 0]
18 [1, 106700, 123700, 2, 1030, 1, 1030, 0]
19 [1, 106700, 123700, 2, 1030, 1, -105670, 0]
20 [1, 106700, 123700, 2, 1030, 1, -105670, 0]
12 [1, 106700, 123700, 2, 1030, 1, 2, 0]
13 [1, 106700, 123700, 2, 1030, 1, 2060, 0]
14 [1, 106700, 123700, 2, 1030, 1, -104640, 0]
15 [1, 106700, 123700, 2, 1030, 1, -104640, 0]
17 [1, 106700, 123700, 2, 1031, 1, -104640, 0]
18 [1, 106700, 123700, 2, 1031, 1, 1031, 0]
19 [1, 106700, 123700, 2, 1031, 1, -105669, 0]
20 [1, 106700, 123700, 2, 1031, 1, -105669, 0]
12 [1, 106700, 123700, 2, 1031, 1, 2, 0]
13 [1, 106700, 123700, 2, 1031, 1, 2062, 0]
14 [1, 106700, 123700, 2, 1031, 1, -104638, 0]
15 [1, 106700, 123700, 2, 1031, 1, -104638, 0]
17 [1, 106700, 123700, 2, 1032, 1, -104638, 0]
18 [1, 106700, 123700, 2, 1032, 1, 1032, 0]
19 [1, 106700, 123700, 2, 1032, 1, -105668, 0]
20 [1, 106700, 123700, 2, 1032, 1, -105668, 0]
12 [1, 106700, 123700, 2, 1032, 1, 2, 0]
13 [1, 106700, 123700, 2, 1032, 1, 2064, 0]
14 [1, 106700, 123700, 2, 1032, 1, -104636, 0]
15 [1, 106700, 123700, 2, 1032, 1, -104636, 0]
17 [1, 106700, 123700, 2, 1033, 1, -104636, 0]
18 [1, 106700, 123700, 2, 1033, 1, 1033, 0]
19 [1, 106700, 123700, 2, 1033, 1, -105667, 0]
20 [1, 106700, 123700, 2, 1033, 1, -105667, 0]
12 [1, 106700, 123700, 2, 1033, 1, 2, 0]
13 [1, 106700, 123700, 2, 1033, 1, 2066, 0]
14 [1, 106700, 123700, 2, 1033, 1, -104634, 0]
15 [1, 106700, 123700, 2, 1033, 1, -104634, 0]
17 [1, 106700, 123700, 2, 1034, 1, -104634, 0]
18 [1, 106700, 123700, 2, 1034, 1, 1034, 0]
19 [1, 106700, 123700, 2, 1034, 1, -105666, 0]
20 [1, 106700, 123700, 2, 1034, 1, -105666, 0]
12 [1, 106700, 123700, 2, 1034, 1, 2, 0]
13 [1, 106700, 123700, 2, 1034, 1, 2068, 0]
14 [1, 106700, 123700, 2, 1034, 1, -104632, 0]
15 [1, 106700, 123700, 2, 1034, 1, -104632, 0]
17 [1, 106700, 123700, 2, 1035, 1, -104632, 0]
18 [1, 106700, 123700, 2, 1035, 1, 1035, 0]
19 [1, 106700, 123700, 2, 1035, 1, -105665, 0]
20 [1, 106700, 123700, 2, 1035, 1, -105665, 0]
12 [1, 106700, 123700, 2, 1035, 1, 2, 0]
13 [1, 106700, 123700, 2, 1035, 1, 2070, 0]
14 [1, 106700, 123700, 2, 1035, 1, -104630, 0]
15 [1, 106700, 123700, 2, 1035, 1, -104630, 0]
17 [1, 106700, 123700, 2, 1036, 1, -104630, 0]
18 [1, 106700, 123700, 2, 1036, 1, 1036, 0]
19 [1, 106700, 123700, 2, 1036, 1, -105664, 0]
20 [1, 106700, 123700, 2, 1036, 1, -105664, 0]
12 [1, 106700, 123700, 2, 1036, 1, 2, 0]
13 [1, 106700, 123700, 2, 1036, 1, 2072, 0]
14 [1, 106700, 123700, 2, 1036, 1, -104628, 0]
15 [1, 106700, 123700, 2, 1036, 1, -104628, 0]
17 [1, 106700, 123700, 2, 1037, 1, -104628, 0]
18 [1, 106700, 123700, 2, 1037, 1, 1037, 0]
19 [1, 106700, 123700, 2, 1037, 1, -105663, 0]
20 [1, 106700, 123700, 2, 1037, 1, -105663, 0]
12 [1, 106700, 123700, 2, 1037, 1, 2, 0]
13 [1, 106700, 123700, 2, 1037, 1, 2074, 0]
14 [1, 106700, 123700, 2, 1037, 1, -104626, 0]
15 [1, 106700, 123700, 2, 1037, 1, -104626, 0]
17 [1, 106700, 123700, 2, 1038, 1, -104626, 0]
18 [1, 106700, 123700, 2, 1038, 1, 1038, 0]
19 [1, 106700, 123700, 2, 1038, 1, -105662, 0]
20 [1, 106700, 123700, 2, 1038, 1, -105662, 0]
12 [1, 106700, 123700, 2, 1038, 1, 2, 0]
13 [1, 106700, 123700, 2, 1038, 1, 2076, 0]
14 [1, 106700, 123700, 2, 1038, 1, -104624, 0]
15 [1, 106700, 123700, 2, 1038, 1, -104624, 0]
17 [1, 106700, 123700, 2, 1039, 1, -104624, 0]
18 [1, 106700, 123700, 2, 1039, 1, 1039, 0]
19 [1, 106700, 123700, 2, 1039, 1, -105661, 0]
20 [1, 106700, 123700, 2, 1039, 1, -105661, 0]
12 [1, 106700, 123700, 2, 1039, 1, 2, 0]
13 [1, 106700, 123700, 2, 1039, 1, 2078, 0]
14 [1, 106700, 123700, 2, 1039, 1, -104622, 0]
15 [1, 106700, 123700, 2, 1039, 1, -104622, 0]
17 [1, 106700, 123700, 2, 1040, 1, -104622, 0]
18 [1, 106700, 123700, 2, 1040, 1, 1040, 0]
19 [1, 106700, 123700, 2, 1040, 1, -105660, 0]
20 [1, 106700, 123700, 2, 1040, 1, -105660, 0]
12 [1, 106700, 123700, 2, 1040, 1, 2, 0]
13 [1, 106700, 123700, 2, 1040, 1, 2080, 0]
14 [1, 106700, 123700, 2, 1040, 1, -104620, 0]
15 [1, 106700, 123700, 2, 1040, 1, -104620, 0]
17 [1, 106700, 123700, 2, 1041, 1, -104620, 0]
18 [1, 106700, 123700, 2, 1041, 1, 1041, 0]
19 [1, 106700, 123700, 2, 1041, 1, -105659, 0]
20 [1, 106700, 123700, 2, 1041, 1, -105659, 0]
12 [1, 106700, 123700, 2, 1041, 1, 2, 0]
13 [1, 106700, 123700, 2, 1041, 1, 2082, 0]
14 [1, 106700, 123700, 2, 1041, 1, -104618, 0]
15 [1, 106700, 123700, 2, 1041, 1, -104618, 0]
17 [1, 106700, 123700, 2, 1042, 1, -104618, 0]
18 [1, 106700, 123700, 2, 1042, 1, 1042, 0]
19 [1, 106700, 123700, 2, 1042, 1, -105658, 0]
20 [1, 106700, 123700, 2, 1042, 1, -105658, 0]
12 [1, 106700, 123700, 2, 1042, 1, 2, 0]
13 [1, 106700, 123700, 2, 1042, 1, 2084, 0]
14 [1, 106700, 123700, 2, 1042, 1, -104616, 0]
15 [1, 106700, 123700, 2, 1042, 1, -104616, 0]
17 [1, 106700, 123700, 2, 1043, 1, -104616, 0]
18 [1, 106700, 123700, 2, 1043, 1, 1043, 0]
19 [1, 106700, 123700, 2, 1043, 1, -105657, 0]
20 [1, 106700, 123700, 2, 1043, 1, -105657, 0]
12 [1, 106700, 123700, 2, 1043, 1, 2, 0]
13 [1, 106700, 123700, 2, 1043, 1, 2086, 0]
14 [1, 106700, 123700, 2, 1043, 1, -104614, 0]
15 [1, 106700, 123700, 2, 1043, 1, -104614, 0]
17 [1, 106700, 123700, 2, 1044, 1, -104614, 0]
18 [1, 106700, 123700, 2, 1044, 1, 1044, 0]
19 [1, 106700, 123700, 2, 1044, 1, -105656, 0]
20 [1, 106700, 123700, 2, 1044, 1, -105656, 0]
12 [1, 106700, 123700, 2, 1044, 1, 2, 0]
13 [1, 106700, 123700, 2, 1044, 1, 2088, 0]
14 [1, 106700, 123700, 2, 1044, 1, -104612, 0]
15 [1, 106700, 123700, 2, 1044, 1, -104612, 0]
17 [1, 106700, 123700, 2, 1045, 1, -104612, 0]
18 [1, 106700, 123700, 2, 1045, 1, 1045, 0]
19 [1, 106700, 123700, 2, 1045, 1, -105655, 0]
20 [1, 106700, 123700, 2, 1045, 1, -105655, 0]
12 [1, 106700, 123700, 2, 1045, 1, 2, 0]
13 [1, 106700, 123700, 2, 1045, 1, 2090, 0]
14 [1, 106700, 123700, 2, 1045, 1, -104610, 0]
15 [1, 106700, 123700, 2, 1045, 1, -104610, 0]
17 [1, 106700, 123700, 2, 1046, 1, -104610, 0]
18 [1, 106700, 123700, 2, 1046, 1, 1046, 0]
19 [1, 106700, 123700, 2, 1046, 1, -105654, 0]
20 [1, 106700, 123700, 2, 1046, 1, -105654, 0]
12 [1, 106700, 123700, 2, 1046, 1, 2, 0]
13 [1, 106700, 123700, 2, 1046, 1, 2092, 0]
14 [1, 106700, 123700, 2, 1046, 1, -104608, 0]
15 [1, 106700, 123700, 2, 1046, 1, -104608, 0]
17 [1, 106700, 123700, 2, 1047, 1, -104608, 0]
18 [1, 106700, 123700, 2, 1047, 1, 1047, 0]
19 [1, 106700, 123700, 2, 1047, 1, -105653, 0]
20 [1, 106700, 123700, 2, 1047, 1, -105653, 0]
12 [1, 106700, 123700, 2, 1047, 1, 2, 0]
13 [1, 106700, 123700, 2, 1047, 1, 2094, 0]
14 [1, 106700, 123700, 2, 1047, 1, -104606, 0]
15 [1, 106700, 123700, 2, 1047, 1, -104606, 0]
17 [1, 106700, 123700, 2, 1048, 1, -104606, 0]
18 [1, 106700, 123700, 2, 1048, 1, 1048, 0]
19 [1, 106700, 123700, 2, 1048, 1, -105652, 0]
20 [1, 106700, 123700, 2, 1048, 1, -105652, 0]
12 [1, 106700, 123700, 2, 1048, 1, 2, 0]
13 [1, 106700, 123700, 2, 1048, 1, 2096, 0]
14 [1, 106700, 123700, 2, 1048, 1, -104604, 0]
15 [1, 106700, 123700, 2, 1048, 1, -104604, 0]
17 [1, 106700, 123700, 2, 1049, 1, -104604, 0]
18 [1, 106700, 123700, 2, 1049, 1, 1049, 0]
19 [1, 106700, 123700, 2, 1049, 1, -105651, 0]
20 [1, 106700, 123700, 2, 1049, 1, -105651, 0]
12 [1, 106700, 123700, 2, 1049, 1, 2, 0]
13 [1, 106700, 123700, 2, 1049, 1, 2098, 0]
14 [1, 106700, 123700, 2, 1049, 1, -104602, 0]
15 [1, 106700, 123700, 2, 1049, 1, -104602, 0]
17 [1, 106700, 123700, 2, 1050, 1, -104602, 0]
18 [1, 106700, 123700, 2, 1050, 1, 1050, 0]
19 [1, 106700, 123700, 2, 1050, 1, -105650, 0]
20 [1, 106700, 123700, 2, 1050, 1, -105650, 0]
12 [1, 106700, 123700, 2, 1050, 1, 2, 0]
13 [1, 106700, 123700, 2, 1050, 1, 2100, 0]
14 [1, 106700, 123700, 2, 1050, 1, -104600, 0]
15 [1, 106700, 123700, 2, 1050, 1, -104600, 0]
17 [1, 106700, 123700, 2, 1051, 1, -104600, 0]
18 [1, 106700, 123700, 2, 1051, 1, 1051, 0]
19 [1, 106700, 123700, 2, 1051, 1, -105649, 0]
20 [1, 106700, 123700, 2, 1051, 1, -105649, 0]
12 [1, 106700, 123700, 2, 1051, 1, 2, 0]
13 [1, 106700, 123700, 2, 1051, 1, 2102, 0]
14 [1, 106700, 123700, 2, 1051, 1, -104598, 0]
15 [1, 106700, 123700, 2, 1051, 1, -104598, 0]
17 [1, 106700, 123700, 2, 1052, 1, -104598, 0]
18 [1, 106700, 123700, 2, 1052, 1, 1052, 0]
19 [1, 106700, 123700, 2, 1052, 1, -105648, 0]
20 [1, 106700, 123700, 2, 1052, 1, -105648, 0]
12 [1, 106700, 123700, 2, 1052, 1, 2, 0]
13 [1, 106700, 123700, 2, 1052, 1, 2104, 0]
14 [1, 106700, 123700, 2, 1052, 1, -104596, 0]
15 [1, 106700, 123700, 2, 1052, 1, -104596, 0]
17 [1, 106700, 123700, 2, 1053, 1, -104596, 0]
18 [1, 106700, 123700, 2, 1053, 1, 1053, 0]
19 [1, 106700, 123700, 2, 1053, 1, -105647, 0]
20 [1, 106700, 123700, 2, 1053, 1, -105647, 0]
12 [1, 106700, 123700, 2, 1053, 1, 2, 0]
13 [1, 106700, 123700, 2, 1053, 1, 2106, 0]
14 [1, 106700, 123700, 2, 1053, 1, -104594, 0]
15 [1, 106700, 123700, 2, 1053, 1, -104594, 0]
17 [1, 106700, 123700, 2, 1054, 1, -104594, 0]
18 [1, 106700, 123700, 2, 1054, 1, 1054, 0]
19 [1, 106700, 123700, 2, 1054, 1, -105646, 0]
20 [1, 106700, 123700, 2, 1054, 1, -105646, 0]
12 [1, 106700, 123700, 2, 1054, 1, 2, 0]
13 [1, 106700, 123700, 2, 1054, 1, 2108, 0]
14 [1, 106700, 123700, 2, 1054, 1, -104592, 0]
15 [1, 106700, 123700, 2, 1054, 1, -104592, 0]
17 [1, 106700, 123700, 2, 1055, 1, -104592, 0]
18 [1, 106700, 123700, 2, 1055, 1, 1055, 0]
19 [1, 106700, 123700, 2, 1055, 1, -105645, 0]
20 [1, 106700, 123700, 2, 1055, 1, -105645, 0]
12 [1, 106700, 123700, 2, 1055, 1, 2, 0]
13 [1, 106700, 123700, 2, 1055, 1, 2110, 0]
14 [1, 106700, 123700, 2, 1055, 1, -104590, 0]
15 [1, 106700, 123700, 2, 1055, 1, -104590, 0]
17 [1, 106700, 123700, 2, 1056, 1, -104590, 0]
18 [1, 106700, 123700, 2, 1056, 1, 1056, 0]
19 [1, 106700, 123700, 2, 1056, 1, -105644, 0]
20 [1, 106700, 123700, 2, 1056, 1, -105644, 0]
12 [1, 106700, 123700, 2, 1056, 1, 2, 0]
13 [1, 106700, 123700, 2, 1056, 1, 2112, 0]
14 [1, 106700, 123700, 2, 1056, 1, -104588, 0]
15 [1, 106700, 123700, 2, 1056, 1, -104588, 0]
17 [1, 106700, 123700, 2, 1057, 1, -104588, 0]
18 [1, 106700, 123700, 2, 1057, 1, 1057, 0]
19 [1, 106700, 123700, 2, 1057, 1, -105643, 0]
20 [1, 106700, 123700, 2, 1057, 1, -105643, 0]
12 [1, 106700, 123700, 2, 1057, 1, 2, 0]
13 [1, 106700, 123700, 2, 1057, 1, 2114, 0]
14 [1, 106700, 123700, 2, 1057, 1, -104586, 0]
15 [1, 106700, 123700, 2, 1057, 1, -104586, 0]
17 [1, 106700, 123700, 2, 1058, 1, -104586, 0]
18 [1, 106700, 123700, 2, 1058, 1, 1058, 0]
19 [1, 106700, 123700, 2, 1058, 1, -105642, 0]
20 [1, 106700, 123700, 2, 1058, 1, -105642, 0]
12 [1, 106700, 123700, 2, 1058, 1, 2, 0]
13 [1, 106700, 123700, 2, 1058, 1, 2116, 0]
14 [1, 106700, 123700, 2, 1058, 1, -104584, 0]
15 [1, 106700, 123700, 2, 1058, 1, -104584, 0]
17 [1, 106700, 123700, 2, 1059, 1, -104584, 0]
18 [1, 106700, 123700, 2, 1059, 1, 1059, 0]
19 [1, 106700, 123700, 2, 1059, 1, -105641, 0]
20 [1, 106700, 123700, 2, 1059, 1, -105641, 0]
12 [1, 106700, 123700, 2, 1059, 1, 2, 0]
13 [1, 106700, 123700, 2, 1059, 1, 2118, 0]
14 [1, 106700, 123700, 2, 1059, 1, -104582, 0]
15 [1, 106700, 123700, 2, 1059, 1, -104582, 0]
17 [1, 106700, 123700, 2, 1060, 1, -104582, 0]
18 [1, 106700, 123700, 2, 1060, 1, 1060, 0]
19 [1, 106700, 123700, 2, 1060, 1, -105640, 0]
20 [1, 106700, 123700, 2, 1060, 1, -105640, 0]
12 [1, 106700, 123700, 2, 1060, 1, 2, 0]
13 [1, 106700, 123700, 2, 1060, 1, 2120, 0]
14 [1, 106700, 123700, 2, 1060, 1, -104580, 0]
15 [1, 106700, 123700, 2, 1060, 1, -104580, 0]
17 [1, 106700, 123700, 2, 1061, 1, -104580, 0]
18 [1, 106700, 123700, 2, 1061, 1, 1061, 0]
19 [1, 106700, 123700, 2, 1061, 1, -105639, 0]
20 [1, 106700, 123700, 2, 1061, 1, -105639, 0]
12 [1, 106700, 123700, 2, 1061, 1, 2, 0]
13 [1, 106700, 123700, 2, 1061, 1, 2122, 0]
14 [1, 106700, 123700, 2, 1061, 1, -104578, 0]
15 [1, 106700, 123700, 2, 1061, 1, -104578, 0]
17 [1, 106700, 123700, 2, 1062, 1, -104578, 0]
18 [1, 106700, 123700, 2, 1062, 1, 1062, 0]
19 [1, 106700, 123700, 2, 1062, 1, -105638, 0]
20 [1, 106700, 123700, 2, 1062, 1, -105638, 0]
12 [1, 106700, 123700, 2, 1062, 1, 2, 0]
13 [1, 106700, 123700, 2, 1062, 1, 2124, 0]
14 [1, 106700, 123700, 2, 1062, 1, -104576, 0]
15 [1, 106700, 123700, 2, 1062, 1, -104576, 0]
17 [1, 106700, 123700, 2, 1063, 1, -104576, 0]
18 [1, 106700, 123700, 2, 1063, 1, 1063, 0]
19 [1, 106700, 123700, 2, 1063, 1, -105637, 0]
20 [1, 106700, 123700, 2, 1063, 1, -105637, 0]
12 [1, 106700, 123700, 2, 1063, 1, 2, 0]
13 [1, 106700, 123700, 2, 1063, 1, 2126, 0]
14 [1, 106700, 123700, 2, 1063, 1, -104574, 0]
15 [1, 106700, 123700, 2, 1063, 1, -104574, 0]
17 [1, 106700, 123700, 2, 1064, 1, -104574, 0]
18 [1, 106700, 123700, 2, 1064, 1, 1064, 0]
19 [1, 106700, 123700, 2, 1064, 1, -105636, 0]
20 [1, 106700, 123700, 2, 1064, 1, -105636, 0]
12 [1, 106700, 123700, 2, 1064, 1, 2, 0]
13 [1, 106700, 123700, 2, 1064, 1, 2128, 0]
14 [1, 106700, 123700, 2, 1064, 1, -104572, 0]
15 [1, 106700, 123700, 2, 1064, 1, -104572, 0]
17 [1, 106700, 123700, 2, 1065, 1, -104572, 0]
18 [1, 106700, 123700, 2, 1065, 1, 1065, 0]
19 [1, 106700, 123700, 2, 1065, 1, -105635, 0]
20 [1, 106700, 123700, 2, 1065, 1, -105635, 0]
12 [1, 106700, 123700, 2, 1065, 1, 2, 0]
13 [1, 106700, 123700, 2, 1065, 1, 2130, 0]
14 [1, 106700, 123700, 2, 1065, 1, -104570, 0]
15 [1, 106700, 123700, 2, 1065, 1, -104570, 0]
17 [1, 106700, 123700, 2, 1066, 1, -104570, 0]
18 [1, 106700, 123700, 2, 1066, 1, 1066, 0]
19 [1, 106700, 123700, 2, 1066, 1, -105634, 0]
20 [1, 106700, 123700, 2, 1066, 1, -105634, 0]
12 [1, 106700, 123700, 2, 1066, 1, 2, 0]
13 [1, 106700, 123700, 2, 1066, 1, 2132, 0]
14 [1, 106700, 123700, 2, 1066, 1, -104568, 0]
15 [1, 106700, 123700, 2, 1066, 1, -104568, 0]
17 [1, 106700, 123700, 2, 1067, 1, -104568, 0]
18 [1, 106700, 123700, 2, 1067, 1, 1067, 0]
19 [1, 106700, 123700, 2, 1067, 1, -105633, 0]
20 [1, 106700, 123700, 2, 1067, 1, -105633, 0]
12 [1, 106700, 123700, 2, 1067, 1, 2, 0]
13 [1, 106700, 123700, 2, 1067, 1, 2134, 0]
14 [1, 106700, 123700, 2, 1067, 1, -104566, 0]
15 [1, 106700, 123700, 2, 1067, 1, -104566, 0]
17 [1, 106700, 123700, 2, 1068, 1, -104566, 0]
18 [1, 106700, 123700, 2, 1068, 1, 1068, 0]
19 [1, 106700, 123700, 2, 1068, 1, -105632, 0]
20 [1, 106700, 123700, 2, 1068, 1, -105632, 0]
12 [1, 106700, 123700, 2, 1068, 1, 2, 0]
13 [1, 106700, 123700, 2, 1068, 1, 2136, 0]
14 [1, 106700, 123700, 2, 1068, 1, -104564, 0]
15 [1, 106700, 123700, 2, 1068, 1, -104564, 0]
17 [1, 106700, 123700, 2, 1069, 1, -104564, 0]
18 [1, 106700, 123700, 2, 1069, 1, 1069, 0]
19 [1, 106700, 123700, 2, 1069, 1, -105631, 0]
20 [1, 106700, 123700, 2, 1069, 1, -105631, 0]
12 [1, 106700, 123700, 2, 1069, 1, 2, 0]
13 [1, 106700, 123700, 2, 1069, 1, 2138, 0]
14 [1, 106700, 123700, 2, 1069, 1, -104562, 0]
15 [1, 106700, 123700, 2, 1069, 1, -104562, 0]
17 [1, 106700, 123700, 2, 1070, 1, -104562, 0]
18 [1, 106700, 123700, 2, 1070, 1, 1070, 0]
19 [1, 106700, 123700, 2, 1070, 1, -105630, 0]
20 [1, 106700, 123700, 2, 1070, 1, -105630, 0]
12 [1, 106700, 123700, 2, 1070, 1, 2, 0]
13 [1, 106700, 123700, 2, 1070, 1, 2140, 0]
14 [1, 106700, 123700, 2, 1070, 1, -104560, 0]
15 [1, 106700, 123700, 2, 1070, 1, -104560, 0]
17 [1, 106700, 123700, 2, 1071, 1, -104560, 0]
18 [1, 106700, 123700, 2, 1071, 1, 1071, 0]
19 [1, 106700, 123700, 2, 1071, 1, -105629, 0]
20 [1, 106700, 123700, 2, 1071, 1, -105629, 0]
12 [1, 106700, 123700, 2, 1071, 1, 2, 0]
13 [1, 106700, 123700, 2, 1071, 1, 2142, 0]
14 [1, 106700, 123700, 2, 1071, 1, -104558, 0]
15 [1, 106700, 123700, 2, 1071, 1, -104558, 0]
17 [1, 106700, 123700, 2, 1072, 1, -104558, 0]
18 [1, 106700, 123700, 2, 1072, 1, 1072, 0]
19 [1, 106700, 123700, 2, 1072, 1, -105628, 0]
20 [1, 106700, 123700, 2, 1072, 1, -105628, 0]
12 [1, 106700, 123700, 2, 1072, 1, 2, 0]
13 [1, 106700, 123700, 2, 1072, 1, 2144, 0]
14 [1, 106700, 123700, 2, 1072, 1, -104556, 0]
15 [1, 106700, 123700, 2, 1072, 1, -104556, 0]
17 [1, 106700, 123700, 2, 1073, 1, -104556, 0]
18 [1, 106700, 123700, 2, 1073, 1, 1073, 0]
